,name,applied,year,household_income,number_adults,number_children,additional_expenses,employment,divorce,medical,education,immigration,housing,total_circumstances,single,family,family_base_income,circumstance_cost_text,circumstance_cost,single_cost_text,single_cost,extra_cost,family_need_income,disposable_income,disposable_unit_text,disposable_unit,family_disposable_unit,percent_eligible,combination
617,zzzz,yes,2022,220000,4,3,none,0,0,0,0,0,0,0,0,0,175326.0,mid,2000.0,half,0.0,0.0,175326.0,44674.0,low,5000.0,25000.0,50,7
618,a,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-92117.33,hi,7000.0,10500.0,90,6
619,b,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-92117.33,hi,7000.0,10500.0,90,6
620,d,yes,2022,0,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-126033.67,hi,7000.0,21000.0,90,6
621,c,yes,2022,0,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,low,3000.0,whole,0.0,0.0,133705.0,-133705.0,hi,7000.0,24500.0,90,6
622,e,yes,2022,10000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-123771.67,hi,7000.0,17500.0,90,6
623,f,yes,2022,15500,1,1,I have an injury that is keeping me from work,0,0,1,0,0,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-79617.33,hi,7000.0,10500.0,90,6
624,g,yes,2022,26800,1,1,our housing costs have gone up substantially,0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-68317.33,hi,7000.0,10500.0,90,6
625,h,yes,2022,27000,12,3,none,0,0,0,0,0,0,0,0,0,236696.67,low,3000.0,whole,0.0,0.0,236696.67,-209696.67,hi,7000.0,63000.0,90,6
626,i,yes,2022,30000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-96033.67,hi,7000.0,21000.0,90,6
627,j,yes,2022,30000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,low,3000.0,whole,0.0,0.0,99755.33,-69755.33,hi,7000.0,17500.0,90,6
628,k,yes,2022,35000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-57117.33,hi,7000.0,10500.0,90,6
629,l,yes,2022,35000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-98771.67,hi,7000.0,17500.0,90,6
630,m,yes,2022,40000,1,1,"I was unemployed for the first half of the year, we care for a family member out of state",1,0,0,0,0,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-55117.33,hi,7000.0,10500.0,90,6
631,n,yes,2022,40000,1,1,"single parent, no child support",0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-55117.33,hi,7000.0,10500.0,90,6
632,o,yes,2022,40000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,-52084.0,hi,7000.0,14000.0,90,6
633,p,yes,2022,41000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-85033.67,hi,7000.0,21000.0,90,6
634,r,yes,2022,45000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-47117.33,hi,7000.0,10500.0,90,6
635,u,yes,2022,45000,1,1,sole provider for elderly mother as well as my child,0,0,0,0,0,0,0,1,2,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-47117.33,hi,7000.0,10500.0,90,6
636,v,yes,2022,45000,1,2,we are paying for both the kids sports this summer,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-88771.67,hi,7000.0,17500.0,90,6
637,q,yes,2022,45000,2,3,we recently moved while our home is being repaired,0,0,0,0,0,1,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,-117983.33,hi,7000.0,28000.0,90,6
638,s,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-114983.33,hi,7000.0,28000.0,90,6
639,x,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-114983.33,hi,7000.0,28000.0,90,6
640,t,yes,2022,45000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,low,3000.0,whole,0.0,0.0,141376.33,-96376.33,hi,7000.0,28000.0,90,6
641,y,yes,2022,50000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-42117.33,hi,7000.0,10500.0,90,6
642,bb,yes,2022,50000,1,2,"recently divorced, not sure what child support will look like",0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-83771.67,hi,7000.0,17500.0,90,6
643,z,yes,2022,50000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-76033.67,hi,7000.0,21000.0,90,6
644,aa,yes,2022,50000,3,4,none,0,0,0,0,0,0,0,0,0,201604.33,low,3000.0,whole,0.0,0.0,201604.33,-151604.33,hi,7000.0,38500.0,90,6
645,cc,yes,2022,55000,1,1,lost my job of 18 years,1,0,0,0,0,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-40117.33,hi,7000.0,10500.0,90,6
646,dd,yes,2022,55000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,low,3000.0,whole,0.0,3000.0,95084.0,-40084.0,hi,7000.0,14000.0,90,6
647,e,yes,2022,55000,2,2,"tuition, medical expenses, unemployment",1,0,1,1,0,0,3,0,0,126033.67,low,3000.0,whole,0.0,9000.0,135033.67,-80033.67,hi,7000.0,21000.0,90,6
648,ii,yes,2022,60000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-32117.33,hi,7000.0,10500.0,90,6
649,f,yes,2022,60000,2,2,mom is in doctoral program,0,0,0,1,0,0,1,0,0,126033.67,low,3000.0,whole,0.0,3000.0,129033.67,-69033.67,hi,7000.0,21000.0,90,6
650,g,yes,2022,60000,3,3,one income household,0,0,0,0,0,0,0,0,0,167654.67,low,3000.0,whole,0.0,0.0,167654.67,-107654.67,hi,7000.0,31500.0,90,6
651,h,yes,2022,60000,4,2,still paying student loans,0,0,0,1,0,0,1,0,0,141376.33,low,3000.0,whole,0.0,3000.0,144376.33,-84376.33,hi,7000.0,28000.0,90,6
652,ll,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-27117.33,hi,7000.0,10500.0,90,6
653,mm,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-27117.33,hi,7000.0,10500.0,90,6
654,j,yes,2022,65000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-68771.67,hi,7000.0,17500.0,90,6
655,k,yes,2022,65000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-61033.67,hi,7000.0,21000.0,90,6
656,nn,yes,2022,70000,1,1,I am paying some big hospital bills,0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-25117.33,hi,7000.0,10500.0,90,6
657,mm,yes,2022,70000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-25117.33,hi,7000.0,10500.0,90,6
658,pp,yes,2022,70000,1,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-25117.33,hi,7000.0,10500.0,90,6
659,ss,yes,2022,70000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-22117.33,hi,7000.0,10500.0,90,6
660,rr,yes,2022,70000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-63771.67,hi,7000.0,17500.0,90,6
661,oo,yes,2022,70000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,low,3000.0,whole,0.0,3000.0,95084.0,-25084.0,hi,7000.0,14000.0,90,6
662,qq,yes,2022,70000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,low,3000.0,whole,0.0,3000.0,102755.33,-32755.33,hi,7000.0,17500.0,90,6
663,t,yes,2022,75000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-20117.33,hi,7000.0,10500.0,90,6
664,uu,yes,2022,75000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-58771.67,hi,7000.0,17500.0,90,6
665,vv,yes,2022,75000,3,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,0,0,99755.33,low,3000.0,whole,0.0,3000.0,102755.33,-27755.33,hi,7000.0,17500.0,90,6
666,xx,yes,2022,80000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-12117.33,hi,7000.0,10500.0,90,6
667,aaa,yes,2022,80000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,hi,7000.0,17500.0,90,6
668,bbb,yes,2022,80000,1,2,one child has special needs,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-53771.67,hi,7000.0,17500.0,90,6
669,yy,yes,2022,80000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,-12084.0,hi,7000.0,14000.0,90,6
670,ccc,yes,2022,80000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-79983.33,hi,7000.0,28000.0,90,6
671,zz,yes,2022,80000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,low,3000.0,whole,0.0,3000.0,102755.33,-22755.33,hi,7000.0,17500.0,90,6
672,ggg,yes,2022,85000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-7117.33,hi,7000.0,10500.0,90,6
673,hhh,yes,2022,85000,2,1,housing,0,0,0,0,0,1,1,0,0,92084.0,low,3000.0,whole,0.0,3000.0,95084.0,-10084.0,hi,7000.0,14000.0,90,6
674,ddd,yes,2022,85000,2,2,going through a separation,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-41033.67,hi,7000.0,21000.0,90,6
675,fff,yes,2022,85000,2,3,we have one child in college and a sick grandmother,0,0,1,1,0,0,2,0,0,159983.33,low,3000.0,whole,0.0,6000.0,165983.33,-80983.33,hi,7000.0,28000.0,90,6
676,eee,yes,2022,85000,5,2,caring for grandparents,0,0,0,0,0,1,1,0,1,149047.67,low,3000.0,whole,0.0,3000.0,152047.67,-67047.67,hi,7000.0,31500.0,90,6
677,iii,yes,2022,90000,1,1,"education, immigration",0,0,0,1,1,0,2,1,0,84412.67,low,3000.0,whole,7704.666666666671,13704.67,98117.33,-8117.33,hi,7000.0,10500.0,90,6
678,jjj,yes,2022,90000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-2117.33,hi,7000.0,10500.0,90,6
679,nnn,yes,2022,90000,1,3,none,0,0,0,0,0,0,0,1,0,152312.0,low,3000.0,whole,23114.00000000001,23114.0,175426.0,-85426.0,hi,7000.0,24500.0,90,6
680,kkk,yes,2022,90000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,-2084.0,hi,7000.0,14000.0,90,6
681,lll,yes,2022,90000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-36033.67,hi,7000.0,21000.0,90,6
682,mmm,yes,2022,90000,2,3,mom is in college and one child is in a special ed private school,0,0,0,1,0,0,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,-72983.33,hi,7000.0,28000.0,90,6
683,ooo,yes,2022,90000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,low,3000.0,whole,0.0,0.0,99755.33,-9755.33,hi,7000.0,17500.0,90,6
684,ppp,yes,2022,90000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,low,3000.0,whole,0.0,0.0,141376.33,-51376.33,hi,7000.0,28000.0,90,6
685,qqq,yes,2022,100000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,7882.67,hi,7000.0,10500.0,80,6
686,rrr,yes,2022,100000,3,3,my mom lives with us and goes to the hospital a lot,0,0,0,0,0,0,0,0,0,167654.67,low,3000.0,whole,0.0,0.0,167654.67,-67654.67,hi,7000.0,31500.0,90,6
687,sss,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,hi,7000.0,10500.0,50,6
688,ttt,yes,2022,110000,1,1,"education, medical, housing",0,0,1,1,0,1,3,1,0,84412.67,low,3000.0,whole,7704.666666666671,16704.67,101117.33,8882.67,hi,7000.0,10500.0,80,6
689,vvv,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,17882.67,hi,7000.0,10500.0,50,6
690,www,yes,2022,110000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,17916.0,hi,7000.0,14000.0,70,6
691,uuu,yes,2022,110000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-16033.67,hi,7000.0,21000.0,90,6
692,xxx,yes,2022,110000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,low,3000.0,whole,0.0,0.0,133705.0,-23705.0,hi,7000.0,24500.0,90,6
693,yyy,yes,2022,120000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-13771.67,hi,7000.0,17500.0,90,6
694,zzz,yes,2022,120000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,low,3000.0,whole,0.0,0.0,193933.0,-73933.0,hi,7000.0,35000.0,90,6
695,aaaa,yes,2022,120000,2,4,currently separating from my partner,0,0,0,0,0,1,1,0,0,193933.0,low,3000.0,whole,0.0,3000.0,196933.0,-76933.0,hi,7000.0,35000.0,90,6
696,bbbb,yes,2022,130000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,37882.67,hi,7000.0,10500.0,0,6
697,cccc,yes,2022,130000,2,2,"education, housing",0,0,0,1,0,1,2,0,0,126033.67,low,3000.0,whole,0.0,6000.0,132033.67,-2033.67,hi,7000.0,21000.0,90,6
698,dddd,yes,2022,140000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,47882.67,hi,7000.0,10500.0,0,6
699,eeee,yes,2022,140000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,6228.33,hi,7000.0,17500.0,80,6
700,ffff,yes,2022,140000,2,3,medical,0,0,1,0,0,0,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,-22983.33,hi,7000.0,28000.0,90,6
701,gggg,yes,2022,150000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,57882.67,hi,7000.0,10500.0,0,6
702,hhhh,yes,2022,150000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,57916.0,hi,7000.0,14000.0,0,6
703,iiii,yes,2022,150000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-9983.33,hi,7000.0,28000.0,90,6
704,kkkk,yes,2022,160000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,26228.33,hi,7000.0,17500.0,70,6
705,llll,yes,2022,160000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,16.67,hi,7000.0,28000.0,80,6
706,mmmm,yes,2022,160000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,low,3000.0,whole,0.0,0.0,193933.0,-33933.0,hi,7000.0,35000.0,90,6
707,jjjj,yes,2022,160000,3,1,"immigration, housing, divorce",0,0,0,0,1,1,2,0,0,99755.33,low,3000.0,whole,0.0,6000.0,105755.33,54244.67,hi,7000.0,17500.0,0,6
708,nnnn,yes,2022,170000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,77882.67,hi,7000.0,10500.0,0,6
709,pppp,yes,2022,170000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,43966.33,hi,7000.0,21000.0,0,6
710,qqqq,yes,2022,170000,2,3,education,0,0,0,1,0,0,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,7016.67,hi,7000.0,28000.0,80,6
711,oooo,yes,2022,170000,3,5,none,0,0,0,0,0,0,0,0,0,235554.0,low,3000.0,whole,0.0,0.0,235554.0,-65554.0,hi,7000.0,45500.0,90,6
712,tttt,yes,2022,180000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,87882.67,hi,7000.0,10500.0,0,6
713,ssss,yes,2022,180000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,53966.33,hi,7000.0,21000.0,0,6
714,rrrr,yes,2022,180000,3,4,none,0,0,0,0,0,0,0,0,0,201604.33,low,3000.0,whole,0.0,0.0,201604.33,-21604.33,hi,7000.0,38500.0,90,6
715,uuuu,yes,2022,190000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,63966.33,hi,7000.0,21000.0,0,6
716,vvvv,yes,2022,190000,2,4,"education, medical, housing",0,0,1,1,0,1,3,0,0,193933.0,low,3000.0,whole,0.0,9000.0,202933.0,-12933.0,hi,7000.0,35000.0,90,6
717,wwww,yes,2022,200000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,107916.0,hi,7000.0,14000.0,0,6
718,xxxx,yes,2022,200000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,low,3000.0,whole,0.0,0.0,133705.0,66295.0,hi,7000.0,24500.0,0,6
719,yyyy,yes,2022,220000,2,4,we have two children in college,0,0,0,1,0,0,1,0,0,193933.0,low,3000.0,whole,0.0,3000.0,196933.0,23067.0,hi,7000.0,35000.0,80,6
720,zzzz,yes,2022,220000,4,3,none,0,0,0,0,0,0,0,0,0,175326.0,low,3000.0,whole,0.0,0.0,175326.0,44674.0,hi,7000.0,35000.0,70,6
721,a,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-92117.33,mid,6500.0,9750.0,90,5
722,b,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-92117.33,mid,6500.0,9750.0,90,5
723,d,yes,2022,0,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-126033.67,mid,6500.0,19500.0,90,5
724,c,yes,2022,0,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,low,3000.0,whole,0.0,0.0,133705.0,-133705.0,mid,6500.0,22750.0,90,5
725,e,yes,2022,10000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-123771.67,mid,6500.0,16250.0,90,5
726,f,yes,2022,15500,1,1,I have an injury that is keeping me from work,0,0,1,0,0,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-79617.33,mid,6500.0,9750.0,90,5
727,g,yes,2022,26800,1,1,our housing costs have gone up substantially,0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-68317.33,mid,6500.0,9750.0,90,5
728,h,yes,2022,27000,12,3,none,0,0,0,0,0,0,0,0,0,236696.67,low,3000.0,whole,0.0,0.0,236696.67,-209696.67,mid,6500.0,58500.0,90,5
729,i,yes,2022,30000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-96033.67,mid,6500.0,19500.0,90,5
730,j,yes,2022,30000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,low,3000.0,whole,0.0,0.0,99755.33,-69755.33,mid,6500.0,16250.0,90,5
731,k,yes,2022,35000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-57117.33,mid,6500.0,9750.0,90,5
732,l,yes,2022,35000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-98771.67,mid,6500.0,16250.0,90,5
733,m,yes,2022,40000,1,1,"I was unemployed for the first half of the year, we care for a family member out of state",1,0,0,0,0,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-55117.33,mid,6500.0,9750.0,90,5
734,n,yes,2022,40000,1,1,"single parent, no child support",0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-55117.33,mid,6500.0,9750.0,90,5
735,o,yes,2022,40000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,low,3000.0,whole,0.0,0.0,92084.0,-52084.0,mid,6500.0,13000.0,90,5
736,p,yes,2022,41000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-85033.67,mid,6500.0,19500.0,90,5
737,r,yes,2022,45000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-47117.33,mid,6500.0,9750.0,90,5
738,u,yes,2022,45000,1,1,sole provider for elderly mother as well as my child,0,0,0,0,0,0,0,1,2,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-47117.33,mid,6500.0,9750.0,90,5
739,v,yes,2022,45000,1,2,we are paying for both the kids sports this summer,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-88771.67,mid,6500.0,16250.0,90,5
740,q,yes,2022,45000,2,3,we recently moved while our home is being repaired,0,0,0,0,0,1,1,0,0,159983.33,low,3000.0,whole,0.0,3000.0,162983.33,-117983.33,mid,6500.0,26000.0,90,5
741,s,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-114983.33,mid,6500.0,26000.0,90,5
742,x,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,low,3000.0,whole,0.0,0.0,159983.33,-114983.33,mid,6500.0,26000.0,90,5
743,t,yes,2022,45000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,low,3000.0,whole,0.0,0.0,141376.33,-96376.33,mid,6500.0,26000.0,90,5
744,y,yes,2022,50000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-42117.33,mid,6500.0,9750.0,90,5
745,bb,yes,2022,50000,1,2,"recently divorced, not sure what child support will look like",0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-83771.67,mid,6500.0,16250.0,90,5
746,z,yes,2022,50000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-76033.67,mid,6500.0,19500.0,90,5
747,aa,yes,2022,50000,3,4,none,0,0,0,0,0,0,0,0,0,201604.33,low,3000.0,whole,0.0,0.0,201604.33,-151604.33,mid,6500.0,35750.0,90,5
748,cc,yes,2022,55000,1,1,lost my job of 18 years,1,0,0,0,0,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-40117.33,mid,6500.0,9750.0,90,5
749,dd,yes,2022,55000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,low,3000.0,whole,0.0,3000.0,95084.0,-40084.0,mid,6500.0,13000.0,90,5
750,e,yes,2022,55000,2,2,"tuition, medical expenses, unemployment",1,0,1,1,0,0,3,0,0,126033.67,low,3000.0,whole,0.0,9000.0,135033.67,-80033.67,mid,6500.0,19500.0,90,5
751,ii,yes,2022,60000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-32117.33,mid,6500.0,9750.0,90,5
752,f,yes,2022,60000,2,2,mom is in doctoral program,0,0,0,1,0,0,1,0,0,126033.67,low,3000.0,whole,0.0,3000.0,129033.67,-69033.67,mid,6500.0,19500.0,90,5
753,g,yes,2022,60000,3,3,one income household,0,0,0,0,0,0,0,0,0,167654.67,low,3000.0,whole,0.0,0.0,167654.67,-107654.67,mid,6500.0,29250.0,90,5
754,h,yes,2022,60000,4,2,still paying student loans,0,0,0,1,0,0,1,0,0,141376.33,low,3000.0,whole,0.0,3000.0,144376.33,-84376.33,mid,6500.0,26000.0,90,5
755,ll,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-27117.33,mid,6500.0,9750.0,90,5
756,mm,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,low,3000.0,whole,7704.666666666671,7704.67,92117.33,-27117.33,mid,6500.0,9750.0,90,5
757,j,yes,2022,65000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,low,3000.0,whole,15409.333333333341,15409.33,133771.67,-68771.67,mid,6500.0,16250.0,90,5
758,k,yes,2022,65000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,low,3000.0,whole,0.0,0.0,126033.67,-61033.67,mid,6500.0,19500.0,90,5
759,nn,yes,2022,70000,1,1,I am paying some big hospital bills,0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-25117.33,mid,6500.0,9750.0,90,5
760,mm,yes,2022,70000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-25117.33,mid,6500.0,9750.0,90,5
761,pp,yes,2022,70000,1,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,1,0,84412.67,low,3000.0,whole,7704.666666666671,10704.67,95117.33,-25117.33,mid,6500.0,9750.0,90,5
